ريحانة الطبMA MCQ Infections::Page1-14	1- The primary preventive strategy for community-acquired pneumonia is.	Antibiotic therapy	Good hand hygiene	Adherence to healthy lifestyle behaviors	Immunization with pneumococcal and influenza vaccines.		D	Immunization with pneumococcal and influenza vaccines.	Vaccination is the single most effective intervention against the major causes of CAP, Streptococcus pneumoniae and Influenza.	Pneumococcal and Influenza vaccines are the primary prevention for CAP.	CAP Prevention				
ريحانة الطبMA MCQ Infections::Page1-14	3- Micobacterial flora of GI tract does not contain.	Bacteroides fragilis	Clostridium perfringens	Pseudomonas	Klebsiella ozaenae		D	Klebsiella ozaenae	Bacteroides fragilis and Clostridium species are normal gut anaerobes, and Clostridium perfringens can be found in the intestinal tract. Pseudomonas species may occasionally colonize the gut (especially in hospitalized or immunocompromised patients). Klebsiella ozaenae is classically associated with the nasal mucosa/atrophic rhinitis (ozena) and is not a normal component of the gastrointestinal flora.	Klebsiella ozaenae is classically associated with the nasal mucosa/atrophic rhinitis (ozena) and is not a normal component of the gastrointestinal flora.	Normal Flora				
ريحانة الطبMA MCQ Infections::Page1-14	4- Which of the following are the features of enteric fever in the first week?	Continued type pyrexia	Pea-soup diarrhoea	Relative tachycardia	Typhoid state		A	Continued type pyrexia	The first week of enteric (typhoid) fever is characterized by a step-ladder pattern of continued type pyrexia.	Continued type pyrexia (step-ladder fever) is characteristic of Typhoid fever in the first week.	Enteric Fever				
ريحانة الطبMA MCQ Infections::Page1-14	5- Which is true in Widal test?	Relapse bears relationship with agglutinin titre	Agglutinin against flagellar antigen is most important	Agglutinins begin to appear after 3rd day of infection	Agglutinins reach a peak titre during the fifth or sixth week		D	Agglutinins reach a peak titre during the fifth or sixth week			Typhoid Diagnosis				
ريحانة الطبMA MCQ Infections::Page1-14	6- Treatment of choice in chronic carrier of enteric fever is.	Cholecystectomy	Quinolones	Ceftriaxone	Furazolidone		A	Cholecystectomy	Chronic carriers harbor Salmonella in the gallbladder, making Cholecystectomy the definitive treatment when antibiotics fail to clear the infection.	The treatment for a chronic carrier of typhoid (bacteria in the gallbladder) is often cholecystectomy.	Typhoid Treatment				
ريحانة الطبMA MCQ Infections::Page1-14	7- Rat-bite fever is caused by the organism.	Spirillum minus	A gram-positive cocci	Yersinia multocida	Treponema pertenue		A	Spirillum minus	Rat-bite fever is caused by either Spirillum minus or Streptobacillus moniliformis.	Rat-bite fever is caused by Spirillum minus (sodoku) or S. moniliformis (Haverhill fever).	Zoonoses				
ريحانة الطبMA MCQ Infections::Page1-14	8- Cyclical periods of pyrexia alternating with a pyrexia is found in all except.	Relapsing fever	Leprosy	Hodgkin's disease	Brucellosis		B	Leprosy	Cyclical fever (undulant fever, Pel-Ebstein) is seen in the others. Leprosy fever is usually due to erythema nodosum leprosum (ENL) and is NOT classically characterized by cyclical fever.	Cyclical/Undulant fever is seen in Relapsing fever, Brucellosis, and Hodgkin's disease; NOT Leprosy.	Fever Patterns				
ريحانة الطبMA MCQ Infections::Page1-14	9- Drug of choice in pneumonic legionellosis is.	Rifampicin	Ceftizidime	Erythromycin	Co-amoxyclav		C	Erythromycin	Erythromycin (or a newer macrolide like Azithromycin) is the preferred treatment for Legionnaires' disease.	Macrolides (like Erythromycin or Azithromycin) or Fluoroquinolones are the treatment for Legionnaires' disease.	Legionnaires' Treatment				
ريحانة الطبMA MCQ Infections::Page1-14	10- Faget's sign (relative bradycardia) is first described in.	Typhoid fever	Yellow fever	Acute rheumatic fever	Brucellosis		B	Yellow fever	Faget's sign (pulse–temperature dissociation — relative bradycardia with fever) was first described in yellow fever. It's also seen in other infections (typhoid, Legionella, brucellosis, psittacosis, some rickettsial infections), but historically linked to yellow fever.	Faget's sign (relative bradycardia) is classically first described in yellow fever.	Typhoid Signs				
ريحانة الطبMA MCQ Infections::Page1-14	11- Cat-scratch disease is characterized by all except.	Regional lymphadenopathy	Erythema nodosum	Positive Hanger-Rose intra-dermal test	Treated by antibiotic and corticosteroid		D	Treated by antibiotic and corticosteroid	Cat-scratch disease (caused by Bartonella henselae) typically causes regional lymphadenopathy and can be associated with immune reactions such as erythema nodosum. The historical Hanger–Rose intradermal test may be positive. Treatment is usually conservative or with antibiotics (e.g., azithromycin) — corticosteroids are not routinely used except in rare severe/systemic or ocular complications.	Mild cases resolve without treatment, or may be treated with antibiotics alone (e.g. azithromycin).  Corticosteroids are avoided except in rare severe complications (e.g. neuroretinitis).	Bartonellosis				
ريحانة الطبMA MCQ Infections::Page1-14	12- Cerebral malaria is.	Treated by oral quinine sulphate	Often complicated by multi-organ failure	Associated with signs of meningeal irritation	IV dexamethasone reduces mortality rate		B	Often complicated by multi-organ failure	Cerebral malaria is a severe complication of P. falciparum that commonly involves severe systemic disease and multi-organ failure (e.g., ARDS, renal failure).	Cerebral malaria (P. falciparum) is a medical emergency with a high risk of multi-organ failure.	Cerebral Malaria				
ريحانة الطبMA MCQ Infections::Page1-14	13- Regarding primary amoebic meningoencephalitis, which is false.	Almost invariably fatal	Caused by Naegleria fowleri	Dehydroemetine is drug of choice	Acquired by swimming in fresh warm water		C	Dehydroemetine is drug of choice	PAM is caused by N. fowleri and is fatal; the drug of choice is Amphotericin B, not Dehydroemetine (used for amoebiasis).	Primary Amoebic Meningoencephalitis (PAM) is caused by Naegleria fowleri and is treated with Amphotericin B.	Amoebic Meningitis				
ريحانة الطبMA MCQ Infections::Page1-14	14- 'River blindness' is due to.	Toxoplasmosis	Trichinasis	Onchocerciasis	Cysticerosis		C	Onchocerciasis	Onchocerciasis is caused by the parasite Onchocerca volvulus, which leads to eye damage and blindness, hence the common name 'river blindness'.	Onchocerciasis is the parasitic infection that causes River Blindness.	Parasitology				
ريحانة الطبMA MCQ Infections::Page1-14	15- Drug of choice in Pneumocystis carinii pneumonia is.	Pentamidine isethionate	Zidovudine	Cefoperazone	Aztreonamo		A	Pentamidine isethionate	Trimethoprim-Sulfamethoxazole (TMP-SMX) is the current standard of care. Pentamidine isethionate is an alternative treatment, making it a viable answer in this context.	The drug of choice for Pneumocystis Pneumonia (PCP) is TMP-SMX; Pentamidine is a second-line agent.	PCP Treatment				
ريحانة الطبMA MCQ Infections::Page1-14	16- In hepatic amoebiasis.	Left lobe is commonly affected	Liver function tests (LFT) are of diagnostic value	Jaundice is uncommon	Serological tests are not helpful in diagnosis		C	Jaundice is uncommon	Jaundice is uncommon in amoebic liver abscess because the damage is typically focal rather than diffuse.	Amoebic Liver Abscess typically does NOT cause jaundice.	Amoebic Liver Abscess				
ريحانة الطبMA MCQ Infections::Page1-14	17- Tuberculous focus in brain is known as.	Rich's focus	Wigard's focus	Ashman's focus	Simmon's focus		A	Rich's focus	A Rich's focus is a small subpial or subependymal tuberculous focus that can rupture into the subarachnoid space, leading to tuberculous meningitis.	A Rich's focus is the primary tuberculous lesion in the brain that can rupture to cause TBM.	CNS TB				
ريحانة الطبMA MCQ Infections::Page1-14	18- Malta fever is caused by.	Pasteurella tularensis	Haemophilus influenzae	Brucella abortus	Pseudomonas mallei		C	Brucella abortus	Malta fever is an old name for Brucellosis, often caused by Brucella abortus or B. melitensis.	Malta fever is another name for Brucellosis, caused by Brucella species.	Brucellosis				
ريحانة الطبMA MCQ Infections::Page1-14	19- Which is false regarding brucellosis.	Acquired through contact or ingestion of raw goat's milk	Brucella melitensis is the most common type of infection	CFT is more important in acute infection than that of agglutination reaction	May present as pyrexia of unknown origin		C	CFT is more important in acute infection than that of agglutination reaction	The standard and most commonly used serological test for acute brucellosis is the Agglutination Reaction, not the CFT.	The Standard Tube Agglutination Test (STAT) is the most common diagnostic test for acute Brucellosis, not the Complement Fixation Test (CFT).	Brucellosis Diagnosis				
ريحانة الطبMA MCQ Infections::Page1-14	20- Which is not a recognised complication of acute shigellosis.	Haemolytic-uraemic syndrome	Reiter's syndrome	Liver abscess	Endotoxic shock		C	Liver abscess	Liver abscess is not a recognized complication of acute Shigellosis, which primarily causes bloody diarrhea and systemic effects (HUS, Reiter's, shock).	Acute Shigellosis is associated with HUS and Reiter's syndrome, NOT Liver Abscess.	Shigellosis Complications				
ريحانة الطبMA MCQ Infections::Page1-14	21- Which is not a complication of Salmonella species.	Endocarditis	Bronchiectasis	Osteomyelitis	Pyelonephritis		B	Bronchiectasis	Bronchiectasis is a chronic lung disease, not a recognized complication of acute Salmonella infection.	Extraintestinal complications of Salmonella include bacteremia, osteomyelitis, and endocarditis, NOT Bronchiectasis.	Salmonella Complications				
ريحانة الطبMA MCQ Infections::Page1-14	22- Botulism is manifested by all except.	Normal pupils	Entirely normal sensory functions	Increased protein in CSF	Progressive descending muscle paralysis		C	Increased protein in CSF	Botulism is a neuroparalytic syndrome with a typically normal CSF profile; increased protein is characteristic of Guillain-Barré syndrome (GBS).	Botulism presents with flaccid paralysis but has a NORMAL CSF (distinguishing it from GBS).	Botulism				
ريحانة الطبMA MCQ Infections::Page1-14	23- Woolsorter's disease is.	Plague	Legionnaires' disease	Klebsiella-induced pneumonia	Anthrax		D	Anthrax	Woolsorter's disease is the historical name for pulmonary anthrax, acquired by inhaling spores from contaminated wool or hides.	Woolsorter's disease is the name for inhalation (pulmonary) Anthrax.	Anthrax				
ريحانة الطبMA MCQ Infections::Page1-14	24- Which is not a cause of aseptic fever.	Crush injury	SLE	AIDS	Pontine haemorrhage		C	AIDS	Aseptic fever is non-infectious. AIDS is caused by HIV, a viral infectious disease, and is therefore a cause of infectious, not aseptic (non-infectious), fever.	Aseptic fever is non-infectious (e.g., from drugs, trauma, malignancy, or SLE); AIDS is an infectious cause of fever.	Aseptic Fever				
ريحانة الطبMA MCQ Infections::Page1-14	25- Which of the following is false in hydatid disease of liver.	Caused by larval stage of Echinococcus granulosus	Diagnostic aspiration may produce anaphylaxis	Casoni's test is positive in all	Albendazole therapy is most efficacious		C	Casoni's test is positive in all	The Casoni's test is an outdated skin test with poor sensitivity and is NOT positive in all cases, making this statement false.	The Casoni's test (for Hydatid Disease) is NOT 100% sensitive and is rarely used now; serology is preferred.	Hydatid Disease				
ريحانة الطبMA MCQ Infections::Page1-14	26- Cysticercosis is the larval stage of.	Taenia solium	Hyrnenolepiasis n.ana	Taenia saginata	Ancylostoma duodenale		A	Taenia solium	Cysticercosis is the human infection with the larval stage (Cysticercus cellulosae) of the pork tapeworm, Taenia solium.	Cysticercosis is the larval infection of the pork tapeworm Taenia solium.	Cysticercosis				
ريحانة الطبMA MCQ Infections::Page1-14	27- Which of the following does not produce hypothermia.	Neuroleptic malignant syndrome	Panhypopituitarism	Peripheral circulatory failure	Myxoedema coma		A	Neuroleptic malignant syndrome	Neuroleptic Malignant Syndrome (NMS) is characterized by severe muscle rigidity and profound hyperthermia (high fever).	NMS causes HYPERTHERMIA (high fever), not hypothermia.	Temperature Dysregulation				
ريحانة الطبMA MCQ Infections::Page1-14	28- The main pathogenic organism in non-gonococcal urethritisis.	Ureaplasma urealyticum	Chalmydia trachomatis	Trichomoniasis	Herpes simplex		B	Chalmydia trachomatis	Chlamydia trachomatis is the single most common cause of non-gonococcal urethritis (NGU).	Chlamydia trachomatis is the most common cause of NGU.	NGU Etiology				
ريحانة الطبMA MCQ Infections::Page1-14	29- Which of the following is not seen in typhoid state.	Flapping tremor	Coma vigil	Subsultus terulinum	Carphology		A	Flapping tremor	Flapping tremor (asterixis) is typical of metabolic encephalopathies (e.g., hepatic or uremic), NOT the neurological syndrome of the typhoid state.	Flapping tremor (Asterixis) is characteristic of metabolic encephalopathy, NOT the typhoid state.	Typhoid State Symptoms				
ريحانة الطبMA MCQ Infections::Page1-14	30- Which of the following is false regarding Widal test.	An agglutination reaction	In vaccinated subjects, the O-titre disappears in time but H-agglutinins present for years	Titre of O.antigen above 1:640 is often very significant in enteric fever	Antibiotic therapy may depress the agglutination titres		B	In vaccinated subjects, the O-titre disappears in time but H-agglutinins present for years	In vaccinated people, O disappears but H lasts years → ❌ False, vaccine mainly makes H antibodies, not O		Widal Test Interpretation				ASK C
ريحانة الطبMA MCQ Infections::Page1-14	1) The patient is considered comatose when Glasgow coma scale less than or equal to.	3	10	8	5	12	C	8	A Glasgow Coma Scale (GCS) score of 8 or less is the critical threshold used to define coma and indicates a need for airway protection.	GCS ≤ 8 is the clinical definition of Coma and often an indication for intubation.	GCS Coma				
ريحانة الطبMA MCQ Infections::Page1-14	2) The best score in Glasgow coma scale is.	10	15	20	22	18	B	15	The GCS is scored from 3 (worst, deep coma) to 15 (best, fully conscious).	The maximum GCS score is 15 (E4V5M6).	GCS Score				
ريحانة الطبMA MCQ Infections::Page1-14	3) Which of the following causing bacterial meningitis?	Cryptococcus neoformans.	Toxoplasmosis.	Malignant malaria.	Neisseria meningitides.	Negleria fowleri.	D	Neisseria meningitides.	Neisseria meningitidis is a bacterium and one of the most common causes of acute bacterial meningitis.	Bacterial meningitis is typically caused by S. pneumoniae, N. meningitidis, or H. influenzae.	Bacterial Meningitis Etiology				
ريحانة الطبMA MCQ Infections::Page1-14	4) Which of the following causing aseptic meningitis?	H. influenza B.	Neisseria meningitides.	Strept. Pneumonia.	Staph. aureus.	Cryptococcus neoformans.	E	Cryptococcus neoformans.	Aseptic (non-bacterial) meningitis is caused by non-bacterial pathogens. Cryptococcus neoformans is a fungus.	Aseptic meningitis is caused by viruses, fungi (Cryptococcus), or non-infectious conditions.	Aseptic Meningitis Etiology				
ريحانة الطبMA MCQ Infections::Page1-14	5) Which of the following is correct about CSF examination in bacterial meningitis?	Low Tension <180 mm H2​O.	Turbid aspect.	High lymphocytes.	High protein 50−100 mg/dl.	Glucose >40 mg/dl.	B	Turbid aspect.	The extremely high number of neutrophils (WBCs) and protein in bacterial meningitis causes the CSF to appear turbid (cloudy).	CSF in Bacterial Meningitis is characterized by Turbid appearance, high Neutrophils, low Glucose, and high Protein.	Bacterial CSF				
ريحانة الطبMA MCQ Infections::Page1-14	6) Which of the following is incorrect about CSF examination in viral meningitis?	Low Tension <180 mm H2​O.	Turbid aspect.	High lymphocytes.	High protein 50−100 mg/dl.	Glucose >40 mg/dl.	B	Turbid aspect.	Viral meningitis (aseptic) typically has a clear appearance, not turbid CSF, which is characteristic of bacterial infection.	CSF in Viral Meningitis is characterized by a Clear appearance, high Lymphocytes, and normal Glucose.	Viral CSF				
ريحانة الطبMA MCQ Infections::Page1-14	7) Malaria can affect.	One million case per year	More than million per year	Less than one million			B	More than million per year	The global burden of malaria is estimated to be over 200 million cases annually.	Malaria's global disease burden is in the hundreds of millions of cases annually.	Malaria Epidemiology				
ريحانة الطبMA MCQ Infections::Page1-14	8) The most dangerous type of malaria is.	Vivax	P.malaria	Falciparum	Ovale		C	Falciparum	Plasmodium falciparum is responsible for nearly all cases of severe, complicated, and fatal malaria.	P. falciparum causes the most severe form of malaria.	P. falciparum				
ريحانة الطبMA MCQ Infections::Page1-14	9) The infective stage of malaria is.	Ring stage	Trophozite	Sporozoites	Merozoites		C	Sporozoites	The sporozoites are the form of the parasite that is injected into the human host by the mosquito and travels to the liver.	The Sporozoite is the infectious stage transmitted from the mosquito to the human host.	Malaria Life Cycle				
ريحانة الطبMA MCQ Infections::Page1-14	10) Cerebral malaria can be caused by.	P.vivax	P.malaria	P.ovale	P.falciparum		D	P.falciparum	Cerebral malaria is a severe complication caused almost exclusively by Plasmodium falciparum.	Cerebral malaria is a complication of severe P. falciparum infection.	Cerebral Malaria Etiology				
ريحانة الطبMA MCQ Infections::Page1-14	11) Sexual cycle of malaria.	Inside liver cells	Inside R.B.C	In the W.B.C	Gut of mosquito		D	Gut of mosquito	The sexual reproductive cycle (sporogony) occurs in the midgut of the female Anopheles mosquito.	The sexual cycle of Plasmodium occurs in the mosquito gut.	Malaria Life Cycle				
ريحانة الطبMA MCQ Infections::Page1-14	12) Complicated malaria can develop in.	Children	Pregnant female	Both			C	Both	Both children and pregnant women are considered high-risk groups for developing complicated/severe malaria.	High-risk groups for complicated malaria include children and pregnant women.	Complicated Malaria Risk				
ريحانة الطبMA MCQ Infections::Page1-14	13) Malaria can be transmitted by.	Sand fly	Male anopheles mosquito	Female anopheles mosquito			C	Female anopheles mosquito	Only the female Anopheles mosquito feeds on blood and transmits the parasite.	Malaria is transmitted by the bite of the female Anopheles mosquito.	Malaria Transmission				
ريحانة الطبMA MCQ Infections::Page1-14	14) Uncomplicated falciparum can be treated.	Chloroquine	Chloroquine + primaquine	ACTs therapy			C	ACTs therapy	Artemisinin-based Combination Therapies (ACTs) are the standard treatment for uncomplicated P. falciparum due to widespread drug resistance.	Treatment for uncomplicated P. falciparum is ACTs therapy.	P. falciparum Treatment				
ريحانة الطبMA MCQ Infections::Page1-14	15) Sickle cell patient are.	More liable to malaria	Less liable to malaria	Has no role			B	Less liable to malaria	The sickle cell trait confers evolutionary protection against severe P. falciparum malaria, making them less liable to severe disease.	The Sickle Cell Trait provides protection against severe P. falciparum malaria.	Sickle Cell & Malaria				
ريحانة الطبMA MCQ Infections::Page1-14	16) Which type of bite represents a potential medical emergency in an asplenic patient?	Cat bite	Dog bite	Fish bite	Human bite		B	Dog bite	Dog bites carry a high risk of infection with Capnocytophaga canimorsus, which causes rapid, overwhelming sepsis in asplenic patients.	Dog bites are dangerous in asplenic patients due to the risk of Capnocytophaga canimorsus sepsis.	Asplenia Emergency				
ريحانة الطبMA MCQ Infections::Page1-14	17) Mefloquinine is used for prophylaxis against malaria.	One day before travelling to endemic area	2 days before travelling	3 days before travelling	One week before travelling		D	One week before travelling	Mefloquine requires several days to reach therapeutic levels, so it must be started 1–3 weeks before travel.	Malaria prophylaxis with Mefloquine must begin 1-3 weeks prior to travel.	Malaria Prophylaxis Timing				
ريحانة الطبMA MCQ Infections::Page1-14	18) Generalized lymphadenopathy is considered if there is.	Enlargement of more than two non-contiguous lymph node groups.	Enlargement of less than two non-contiguous lymph node groups.	Enlargement of more than two contiguous lymph node groups.	Enlargement of one lymph node group.		A	Enlargement of more than two non-contiguous lymph node groups.	Generalized Lymphadenopathy (GLA) is defined as the enlargement of two or more non-contiguous (separate) lymph node regions.	GLA is defined as enlargement of ≥2 non-contiguous lymph node groups.	Generalized Lymphadenopathy				
ريحانة الطبMA MCQ Infections::Page1-14	19) Male patient 50 years old, farmer, came to ER by hematemesis, splenic size was 25 cm, esophageal varices, etiology of splenomegaly in such case is.	Myelofibrosis	Egyptian splenomegaly	Hyperthyroidism	syphilis		B	Egyptian splenomegaly	Egyptian splenomegaly is a term historically used for the massive splenomegaly caused by Schistosomiasis, which leads to portal hypertension and varices.	Massive splenomegaly with esophageal varices (portal hypertension) in a farmer from endemic areas suggests Schistosomiasis (Egyptian Splenomegaly).	Schistosomiasis				
ريحانة الطبMA MCQ Infections::Page1-14	20) Male patient 22 years old, presented by fever, generalized lymphadenopathy, diarrhea, weight loss, he has a history of IV drug addiction. What most highly suspected in such case?	TB infection	Meningitis	Acute myeloid leukemia	AIDS		D	AIDS	The combination of fever, weight loss, generalized lymphadenopathy, and IV drug use history is highly suggestive of advanced AIDS.	The combination of risk factors (IVDA) and symptoms (fever, LAD, weight loss) is highly suggestive of AIDS.	AIDS/IVDA				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q1: Hospital-acquired pneumonia (HAP) is defined as pneumonia occurring how many hours after hospital admission?	At least 12 hours	At least 24 hours	At least 36 hours	At least 48 hours		D	At least 48 hours	**Hospital-Acquired Pneumonia (HAP)** is defined as pneumonia that was **not incubating** at the time of **hospital admission** and presents **48 hours** or **more** after admission. **Ventilator-Associated Pneumonia (VAP)** is a subset of **HAP** occurring **48 hours** or **more** after endotracheal intubation.	**HAP Definition:** ≥48 hours after hospital admission.	Pneumonia				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q2: A 7-year school-boy has been dx with meningococcal meningitis. What is the advice for schoolmates and staff?	Rifampicin for the whole class and family	Rifampicin for the whole school and family	Meningococcal vaccine for the family	Benzylpenicillin	IV cefotaxime	A	Rifampicin for the whole class and family	Close contacts of meningococcal meningitis cases require **chemoprophylaxis**. Rifampicin is the standard prophylactic antibiotic given to close contacts including classmates and family members. Alternatives include ciprofloxacin or ceftriaxone.	**Meningococcal prophylaxis:** Rifampicin for close contacts (class and family).	Meningitis				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q3: Which of the following CSF results suggests TB meningitis?	Elevated CSF neutrophil count, raised protein, and low glucose	Elevated CSF lymphocytes count, normal protein, and normal glucose	Elevated CSF lymphocytes count, raised protein, and low glucose	No CSF cell count, normal protein, and normal glucose		C	Elevated CSF lymphocytes count, raised protein, and low glucose	TB meningitis characteristically shows **lymphocytic pleocytosis**, **elevated protein**, and **low glucose** in CSF analysis. This pattern distinguishes it from bacterial meningitis (neutrophilic) and viral meningitis (normal glucose).	**TB meningitis CSF:** Lymphocytes ↑, Protein ↑, Glucose ↓.	Meningitis				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q4: Mefloquine is used for prophylaxis against malaria	One day before travelling to endemic area	3 days before travelling	2 days before travelling	One week before travelling		D	One week before travelling	Mefloquine should be started **one week before travel** to allow time to reach therapeutic levels and to assess tolerability before departure. It is continued weekly during travel and for 4 weeks after leaving the endemic area.	**Mefloquine prophylaxis:** Start 1 week before travel.	Malaria				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q5: Most reliable clue to poor tissue perfusion in septic shock is	Hyponatremia	High level of blood lactate	Hypochloremia	Low level of HCO3		B	High level of blood lactate	Elevated **blood lactate** is the most reliable indicator of tissue hypoperfusion and anaerobic metabolism in septic shock. Lactate >4 mmol/L indicates severe shock and predicts mortality.	**Septic shock marker:** Elevated lactate = tissue hypoperfusion.	Sepsis				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q6: Drug of choice in Pneumocystis carinii pneumonia?	Cefoperazone	Zidovudine	Aztreonamo	Pentamidine isethionate		D	Pentamidine isethionate	Pentamidine isethionate is a treatment option for **Pneumocystis jirovecii pneumonia (PCP)**, though **trimethoprim-sulfamethoxazole (TMP-SMX)** is the first-line agent. Pentamidine is used for TMP-SMX intolerance or failure.	**PCP treatment:** TMP-SMX first-line, Pentamidine alternative.	Opportunistic Infections				
ريحانة الطبMA MCQ Infections::Page 45-64	P45-64, Q7: Release of which of the following results in fever?	Interleukin (IL) 8	Granulocyte colony-stimulating factor	Interleukin (IL) 1	Tumor necrosis factor		C	Interleukin (IL) 1	**IL-1** is a key endogenous pyrogen that acts on the hypothalamus to raise body temperature by stimulating prostaglandin E2 production. TNF and IL-6 also cause fever, but IL-1 is the primary mediator.	**Fever mediators:** IL-1 (primary), TNF, IL-6 → PGE2 → hypothalamic reset.	Fever				
